ticker;ISIN;nom
;LU0428703580;LOMBARD ODIER FUNDS GENERATION GLOBAL (EUR) P
;LU0428745748;PICTET - AGRICULTURE P USD (C)
;LU0428746043;PICTET - AGRICULTURE R USD (C)
;LU0429746844;ING (L) - INVEST US HIGH DIVIDEND P Hedged EUR (C)
;LU0430265933;BLACKROCK GLOBAL FUNDS - EURO BOND FUND A4 EUR (D)
;LU0430493725;JPMORGAN FUNDS AGGREGATE BOND D EUR HEDGED
;LU0430494889;JPMORGAN FUNDS - JPM GLOBAL SHORT DURATION BOND A 
;LU0430557719;NN (L) EMERGING MARKETS HIGH DIVIDEND P
;LU0430649086;BL FUND SELECTION BL FUND SELECTION - 0-50 B
;LU0430678697;AB SICAV I INDIA GROWTH PORTFOLIO A EUR
;LU0431139764;ETHNA-AKTIV E (T)
;LU0431649028;LOMBARD ODIER FUNDS GOLDEN AGE (USD) P
;LU0431992006;JPMORGAN FUNDS - JPM EMERGING MARKETS OPPORTUNITIE
;LU0432616737;INVESCO FUNDS INVESCO BALANCED-RISK ALLOCATION FUN
;LU0432616901;INVESCO FUNDS INVESCO BALANCED-RISK ALLOCATION FUN
;LU0432979374;JPMORGAN FUNDS GLOBAL HEALTHCARE FUND A USD
;LU0432979614;JPMORGAN FUNDS GLOBAL HEALTHCARE FUND A USD
;LU0432979960;JPMORGAN FUNDS GLOBAL HEALTHCARE FUND D USD
;LU0433182416;AMUNDI INTERNATIONAL SICAV AHE (C)
;LU0433182689;FIRST EAGLE AMUNDI INTERNATIONAL FUND FHE
;LU0434928536;ROBECO CAPITAL GROWTH FUNDS ROBECO BP US PREMIUM E
;LU0438093006;STATE STREET GLOBAL ADVISORS LUXEMBOURG SICAV SSGA
;LU0438336264;BLACKROCK STRATEGIC FUNDS BLACKROCK FIXED INCOME S
;LU0441852612;JPMORGAN FUNDS ASEAN EQUITY FUND A EUR
;LU0441856365;JPMORGAN FUNDS ASIA PACIFIC EQUITY D EUR
;LU0442406889;AMUNDI FUNDS ABSOLUTE VOLATILITY WORLD EQUITIES AH
;LU0445386369;NORDEA 1 MULTI-ASSET FUND BP-EUR
;LU0448386994;BLACKROCK GLOBAL FUNDS - EURO SHORT DURATION BOND 
;LU0448623875;PICTET US HIGH YIELD HP EUR (C)
;LU0451400831;AXA WORLD FUNDS - GLOBAL INFLATION BONDS A EUR (D)
;LU0451950314;HENDERSON HORIZON FUND EURO CORPORATE BOND FUND A2
;LU0454042853;ABN AMRO MULTI-MANAGER FUNDS FUND OF MANDATES EURO
;LU0455362383;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0455375526;LOMBARD ODIER FUNDS EURO INFLATION-LINKED FUNDAMEN
;LU0455735596;ETHNA-DYNAMISCH ETHNA-DYNAMISCH T
;LU0456865749;BLACKROCK GLOBAL FUNDS - EURO SHORT DURATION BOND 
;LU0459992110;THE JUPITER GLOBAL FUND JUPITER EUROPA CLASS L B E
;LU0461807983;SWISS LIFE INDEX FUNDS (LUX) BOND INFLATION PROTEC
;LU0462862359;SWISS LIFE FUNDS (LUX) SWISS LIFE FUNDS (LUX) - EQ
;LU0462973347;DNCA INVEST - MIURA B (C)
;LU0463469048;SCHRODER GAIA EGERTON EQUITY A (C)
;LU0465917390;AXA WORLD FUNDS GLOBAL OPTIMAL INCOME E CAPITALISA
;LU0471298348;BLACKROCK GLOBAL FUNDS WORLD AGRICULTURE FUND A2 H
;LU0474363974;ROBECO CAPITAL GROWTH FUNDS ROBECO BP US LARGE CAP
;LU0474964979;PICTET ASIAN LOCAL CURRENCY DEBT HP EUR
;LU0474970190;PICTET GLOBAL MEGATREND SELECTION HP EUR (C)
;LU0476248942;LOMBARD ODIER FUNDS EMERGING LOCAL CURRENCY BOND F
;LU0476445423;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0476875603;ABERDEEN GLOBAL ASIAN PROPERTY SHARE FUND A2 HEDGE
;LU0476875785;ABERDEEN GLOBAL LATIN AMERICAN EQUITY FUND S2 (C)
;LU0476876080;ABERDEEN GLOBAL EUROPEAN EQUITY FUND S2 (C)
;LU0476876676;ABERDEEN GLOBAL JAPANESE EQUITY FUND S2 BASE CURRE
;LU0476876759;ABERDEEN GLOBAL JAPANESE EQUITY FUND A2 BASE CURRE
;LU0476877054;ABERDEEN GLOBAL JAPANESE SMALLER COMPANIES A2 BASE
;LU0476877211;ABERDEEN GLOBAL TECHNOLOGY EQUITY FUND S2 (C)
;LU0478345209;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EMER
;LU0478974834;BLACKROCK GLOBAL FUNDS - EMERGING MARKETS LOCAL CU
;LU0480535052;BLACKROCK GLOBAL FUNDS - EMERGING MARKETS LOCAL CU
;LU0482270153;AXA WORLD FUNDS - GLOBAL INFLATION BONDS A EUR Red
;LU0482497285;INVESCO FUNDS INVESCO ASIA INFRASTRUCTURE FUND A H
;LU0482498176;INVESCO FUNDS INVESCO BALANCED-RISK ALLOCATION FUN
;LU0482498762;INVESCO FUNDS INVESCO BALANCED-RISK ALLOCATION FUN
;LU0482499141;INVESCO FUNDS INVESCO PAN EUROPEAN STRUCTURED EQUI
;LU0482909909;ALLIANZ GLOBAL INVESTORS FUND ALLIANZ EURO HIGH YI
;LU0489687243;MANDARINE UNIQUE - SMALL&MID CAPS EUROPE R (C)
;LU0490786174;HENDERSON GARTMORE FUND UNITED KINGDOM ABSOLUTE RE
;LU0491680806;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0496363770;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON FRON
;LU0496367763;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN GOLD 
;LU0496368142;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN GOLD 
;LU0496369389;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN GOLD 
;LU0496384859;AB - EURO HIGH YIELD PORTFOLIO AT (D)
;LU0496442723;PICTET TOTAL RETURN CORTO EUROPE P EUR (C)
;LU0496466078;CS SICAV One (Lux) CommodityAllocation F
;LU0496654822;BLACKROCK GLOBAL FUNDS WORLD AGRICULTURE FUND E2 E
SP5;LU0496786574;LYXOR SP500
TSX;LU0496786731;LYXOR SP TSX60
AU2;LU0496786905;LYXOR SPASX200
;LU0497641547;OYSTER OYSTER EMERGING OPPORTUNITIES EUR2
;LU0498180339;ABERDEEN GLOBAL ASIA PACIFIC EQUITY FUND E2 EUR
;LU0498181733;ABERDEEN GLOBAL EMERGING MARKETS EQUITY FUND E2 EU
;LU0499112034;JPMORGAN FUNDS EMERGING MARKETS DEBT FUND A USD CA
;LU0499371648;CS SICAV One (Lux) CommodityAllocation R
;LU0499925211;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0501220262;Saxo Invest Global Evolution Frontier Markets I
;LU0501220429;Saxo Invest Global Evolution Frontier Markets - R
;LU0502009730;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0503372608;ROBECO CAPITAL GROWTH FUNDS ROBECO EURO SUSTAINABL
;LU0503631714;PICTET GLOBAL ENVIRONMENTAL OPPORTUNITIES P EUR (C
;LU0503631987;PICTET GLOBAL ENVIRONMENTAL OPPORTUNITIES R EUR (C
;LU0503634734;PICTET HIGH DIVIDEND SELECTION R EUR (C)
;LU0503635970;PICTET - HIGH DIVIDEND SELECTION P GBP (D)
;LU0503636275;PICTET - HIGH DIVIDEND SELECTION P CHF (D)
;LU0503636358;PICTET - HIGH DIVIDEND SELECTION P CHF (C)
;LU0504465815;HENDERSON HORIZON FUND EUROPEAN GROWTH FUND R1 (D)
;LU0505663152;ABERDEEN GLOBAL WORLD RESOURCES EQUITY FUND A2 (C)
;LU0505665959;ABERDEEN GLOBAL RUSSIAN EQUITY FUND A2 (C)
;LU0505783562;ABERDEEN GLOBAL EUROPEAN EQUITY DIVIDEND FUND S2 (
;LU0505784297;ABERDEEN GLOBAL WORLD RESOURCES EQUITY FUND S2 (C)
;LU0505784883;ABERDEEN GLOBAL WORLD RESOURCES EQUITY FUND S2 HED
;LU0505785005;ABERDEEN GLOBAL EASTERN EUROPEAN EQUITY FUND S2 (C
;LU0507009925;OYSTER EUROPEAN OPPORTUNITIES R EUR2
;LU0507202330;CSF (LUX) - MONEY MARKET CHF B (C)
;LU0507265923;DEUTSCHE INVEST I SICAV TOP DIVIDEND L (C)
;LU0510167264;ROBECO CAPITAL GROWTH FUNDS ROBECO BP US LARGE CAP
;LU0511785726;UBS (LUX) EQUITY SICAV USA GROWTH (USD) P EUR HEDG
;LU0512121004;DNCA INVEST EUROSE B
;LU0516397667;AGIF - US HIGH YIELD AM USD (D)
;LU0518421895;Amundi Funds - Bond Euro Government AE
;LU0518422273;AMUNDI FUNDS BOND EURO GOVERNMENT IE
;LU0521028471;BLACKROCK GLOBAL FUNDS - WORLD GOLD FUND A2 Hedged
;LU0522255313;THE JUPITER GLOBAL FUND THE JUPITER GLOBAL FUND - 
;LU0523222866;ABERDEEN GLOBAL EMERGING MARKETS INFRASTRUCTURE EQ
;LU0523223328;ABERDEEN GLOBAL EMERGING MARKETS INFRASTRUCTURE EQ
;LU0523282928;AXA IM FIXED INCOME INVESTMENT STRATEGIES US SHORT
;LU0524465977;ALKEN FUND - EUROPEAN OPPORTUNITIES A (C)
;LU0526864581;SARASIN INVESTMENTFONDS - SUSTAINABLE EQUITY USA P
;LU0528102642;AB FCP I EUROZONE EQUITY PORTFOLIO A EUR
;LU0531774767;BNP PARIBAS L1 BNP PARIBAS L1 EQUITY USA CORE CLAS
CODW;LU0533032008;Lyxor MSCI W CDTR
COSW;LU0533032263;Lyxor MSCI W CSTR
NRGW;LU0533032420;Lyxor MSCI W ETR
FINW;LU0533032859;Lyxor MSCI W FTR
HLTW;LU0533033238;Lyxor MSCI W HCTR
INDW;LU0533033402;Lyxor MSCI W ITR
TNOW;LU0533033667;Lyxor MSCI W ITTR
MATW;LU0533033824;Lyxor MSCI W MTR
TELW;LU0533034129;Lyxor MSCI W TSTR
UTLW;LU0533034558;Lyxor MSCI W UTR
;LU0533812276;SARASIN INVESTMENTFONDS - EQUISAR INTERNATIONAL IN
;LU0534241806;BLACKROCK GLOBAL FUNDS - CONTINENTAL EUROPEAN FLEX
;LU0536711103;PIONEER S.F. PIONEER SF - EURO CURVE 7/10 YEARS A3
;LU0540000063;BLACKROCK GLOBAL FUNDS - ASIAN TIGER BOND FUND A2 
;LU0546066993;AXA IM FIXED INCOME INVESTMENT STRATEGIES US CORPO
;LU0546067702;AXA IM FIXED INCOME INVESTMENT STRATEGIES US SHORT
;LU0546251033;SCHRODER ISF - EMERGING MARKETS DEBT ABSOLUTE RETU
;LU0546688564;ING (L) - INVEST HEALTH CARE P Hedged EUR (C)
;LU0546915058;NN (L) NN (L) - RENTA FUND EM. MKTS DEBT (HC) P
;LU0546916379;NN (L) EMERGING MARKETS DEBT (LOCAL CURRENCY) P US
;LU0547771328;BNP PARIBAS INSTICASH BNP PARIBAS INSTICASH GBP CL
;LU0548153104;STANDARD LIFE INVESTMENTS GLOBAL SICAV GLOBAL ABSO
;LU0548402170;BLACKROCK GLOBAL FUNDS - EMERGING MARKETS LOCAL CU
;LU0551346348;PIONEER FUNDS ABSOLUTE RETURN EUROPEAN EQUITY E
;LU0552028184;AMUNDI FUNDS EQUITY EMERGING FOCUS C
;LU0552028937;AMUNDI FUNDS EQUITY GREATER CHINA AE (C)
;LU0552029232;AMUNDI FUNDS - EQUITY INDIA AE (C)
;LU0552029406;AMUNDI FUNDS EQUITY LATIN AMERICA AE (C)
;LU0552385295;MORGAN STANLEY INVESTMENT FUNDS GLOBAL OPPORTUNITY
;LU0554776046;JPMORGAN FUNDS AFRICA EQUITY FUND A (PERF) (INC) E
;LU0555809101;SCHRODER ISF - HONG KONG EQUITY A1 USD (C)
;LU0557294096;BLACKROCK GLOBAL FUNDS - GLOBAL EQUITY INCOME FUND
;LU0557854147;AMUNDI FUNDS EQUITY ASIA EX JAPAN C
;LU0557858130;AMUNDI FUNDS EQUITY EMERGING WORLD AE-CAP
;LU0557861274;AMUNDI FUNDS BOND GLOBAL AGGREGATE AE
;LU0557863056;Amundi Funds - Bond Global Corporate AE
;LU0557863130;Amundi Funds - Bond Global Corporate AE
;LU0557863213;Amundi Funds - Bond Global Corporate FU
;LU0557864617;AMUNDI FUNDS EQUITY GLOBAL RESOURCES AE-C
;LU0557866588;AMUNDI FUNDS EQUITY JAPAN VALUE AE
;LU0562313402;SCHRODER INTERNATIONAL SELECTION FUND FRONTIER MAR
;LU0562822386;BLACKROCK GLOBAL FUNDS EUROPEAN EQUITY INCOME FUND
;LU0563303998;LOMBARD ODIER FUNDS EURO BBB-BB FUNDAMENTAL P EUR 
;LU0564177706;ETHNA-AKTIV E R (A)
;LU0564184074;ETHNA-AKTIV E R (T)
;LU0564969805;GAM MULTIBOND EMERGING MARKETS INFLATION LINKED BO
;LU0565134938;FIRST EAGLE AMUNDI INTERNATIONAL FUND AHE QD
;LU0565135745;FIRST EAGLE AMUNDI INTERNATIONAL FUND C
;LU0566065560;CS Solutions (Lux) Prima Multi-Strategy T
;LU0566484027;ABERDEEN GLOBAL NORTH AMERICAN SMALLER COMPANIES F
;LU0566486402;ABERDEEN GLOBAL ASIA PACIFIC EQUITY FUND A2 BASE C
;LU0566486667;ABERDEEN GLOBAL LATIN AMERICAN EQUITY FUND A2 BASE
;LU0568583420;AMUNDI FUNDS EQUITY JAPAN TARGET C
;LU0568583933;AMUNDI FUNDS EQUITY JAPAN TARGET C
;LU0568584584;AMUNDI FUNDS EQUITY JAPAN TARGET C
;LU0568584741;Amundi Funds - Equity US Concentrated Core C
;LU0568602667;AMUNDI FUNDS EQUITY US CONCENTRATED CORE C
;LU0568602824;AMUNDI FUNDS EQUITY US CONCENTRATED CORE C
;LU0568603129;AMUNDI FUNDS EQUITY US CONCENTRATED CORE C
;LU0568605769;AMUNDI FUNDS - EQUITY US RELATIVE VALUE AU (C)
;LU0568605926;AMUNDI FUNDS EQUITY US RELATIVE VALUE AE (C)
;LU0568606064;Amundi Funds - Equity US Relative Value D
;LU0568606148;AMUNDI FUNDS EQUITY US RELATIVE VALUE C
;LU0568607203;Amundi Funds - Equity Euroland Small Cap C
;LU0568608276;AMUNDI FUNDS EQUITY GLOBAL GOLD MINES AU (C)
;LU0568608433;AMUNDI FUNDS EQUITY GLOBAL GOLD MINES AE (C)
;LU0568611817;AMUNDI FUNDS EQUITY GLOBAL LUXURY AND LIFESTYLE C
;LU0568613433;Amundi Funds - Equity Mena C
;LU0568613946;AMUNDI FUNDS EQUITY MENA C
;LU0568615057;AMUNDI FUNDS - CONVERTIBLE EUROPE C
;LU0568617343;AMUNDI FUNDS BOND US OPPORTUNISTIC CORE PLUS C
;LU0568619638;AMUNDI FUNDS GLOBAL MACRO FOREX AE
;LU0568620560;AMUNDI FUNDS CASH EUR C
;LU0568621618;AMUNDI FUNDS CASH USD C
;LU0568678642;BARCLAYS FUNDS BARCLAYS EQUITY EURO SMALL & MID CA
;LU0568679459;BARCLAYS FUNDS BARCLAYS EQUITY EURO SMALL & MID CA
;LU0569690471;Amundi Funds - Equity Mena C
;LU0569690554;Amundi Funds - Equity Mena C
;LU0571100824;G FUND EUROPEAN CONVERTIBLE BONDS N EUR CAP
;LU0572586591;ALKEN FUND ABSOLUTE RETURN EUROPE A
;LU0572952280;Henderson HF - Global Technology Fund A2
;LU0574765839;DPAM L DPAM L PATRIMONIAL FUND B
;LU0577420549;GENERALI INVESTMENTS SICAV GI SICAV ASIAN BOND DX
;LU0577855355;UBS (LUX) BOND SICAV UBS SHORT DURATION HIGH YIELD
;LU0581204301;PARETURN STAMINA SYSTEMATIC F
;LU0582533245;ROBECO CAPITAL GROWTH FUNDS ROBECO EMERGING CONSER
;LU0592650245;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON ASIA
;LU0592650328;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON LATI
;LU0592650831;FRANKLIN TEMPLETON INVESTMENT FUNDS FRANKLIN U.S. 
;LU0592698954;CARMIGNAC PORTFOLIO - EMERGING PATRIMOINE A EUR ac
LU0592;LU0592699093;CARMIGNAC PORTFOLIO - EMERGING PATRIMOINE E EUR ac
;LU0594300096;FIDELITY FUNDS SICAV CHINA CONSUMER FUND A EUR (C)
;LU0594300252;FIDELITY FUNDS SICAV CHINA CONSUMER FUND A EUR (D)
;LU0594300419;FIDELITY FUNDS SICAV CHINA CONSUMER FUND A USD
;LU0594300682;FIDELITY FUNDS SICAV GLOBAL STRATEGIC BOND FUND A 
;LU0599213559;JPMORGAN FUNDS EMERGING MARKETS STRATEGIC BOND FUN
S6EW;LU0599613147;OSSIAM EURP EQUI W
;LU0599946893;DEUTSCHE CONCEPT DWS CONCEPT KALDEMORGEN L (C)
;LU0602539271;Nordea 1 - Emerging Stars Equity Fund BI-EUR
;LU0602539602;NORDEA 1 EMERGING STARS EQUITY FUND BP-USD
;LU0602539867;NORDEA 1 EMERGING STARS EQUITY FUND BP-EUR
;LU0605515377;FIDELITY FUNDS SICAV GLOBAL DIVIDEND FUND A-ACC
;LU0608807516;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EMER
;LU0608810908;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EMER
;LU0609002307;GOLDMAN SACHS FUNDS GOLDMAN SACHS GLOBAL STRATEGIC
;LU0611173427;UBS (LUX) EQUITY SICAV UBS (LUX) EQUITY SICAV - GL
;LU0611173930;UBS (LUX) EQUITY SICAV UBS GLOBAL HIGH DIVIDEND (U
;LU0611489658;FIDELITY FUNDS SICAV JAPAN ADVANTAGE FUND A EUR HE
;LU0611873836;JKC FUND LA FRANCAISE JKC CHINA EQUITY P EUR-HEDGE
;LU0613075240;AMUNDI FUNDS EQUITY EMERGING FOCUS C
;LU0613488591;JPMORGAN FUNDS ASIA PACIFIC EQUITY A
;LU0616241476;AMUNDI FUNDS BOND EURO AGGREGATE AE
;LU0616502026;Saxo Invest Global Evolution EM Debt I
;LU0616502612;Saxo Invest Global Evolution EM Blended Debt R
;LU0616856935;DEUTSCHE INVEST I SICAV DEUTSCHE INVEST I BRAZILIA
;LU0619785693;ABERDEEN GLOBAL ASIAN LOCAL CURRENCY SHORT DURATIO
;LU0620744002;SPARINVEST SICAV ETHICAL HIGH YIELD VALUE BONDS EU
;LU0622663176;ROBECO CAPITAL GROWTH FUNDS ROBECO FINANCIAL INSTI
;LU0628613399;BLACKROCK GLOBAL FUNDS ASIA PACIFIC EQUITY INCOME 
;LU0628638032;ODDO COMPASS EURO CREDIT SHORT DURATION EURO A CAP
;LU0636969866;MIRABAUD EQUITIES SWISS SMALL AND MID A EUR
;LU0638558717;RUFFER SICAV RUFFER TOTAL RETURN INTERNATIONAL O E
;LU0641745681;DNCA INVEST MIURI B
;LU0641745921;DNCA INVEST MIURI A
;LU0641748271;DNCA INVEST EUROSE AD
;LU0649033221;AGIF - US HIGH YIELD AM H2-AUD (D)
;LU0650148314;PICTET JAPANESE EQUITY OPPORTUNITIES HP EUR
;LU0650750242;UNI-GLOBAL EQUITIES EUROPE TA-EUR
;LU0650750911;UNI-GLOBAL EQUITIES US TA-USD
;LU0650957938;FAST - Emerging Markets Fund A
;LU0658026512;AXA IM FIXED INCOME INVESTMENT STRATEGIES EUROPE S
;LU0658026603;AXA IM FIXED INCOME INVESTMENT STRATEGIES EUROPE S
;LU0661985969;JPM Funds - Euroland Dynamic A
;LU0665630736;ALLIANZ GLOBAL INVESTORS FUND AGIF - ALLIANZ CHINA
;LU0666199749;HSBC GLOBAL INVESTMENT FUNDS FRONTIER MARKETS AC
;LU0666480289;ETHNA-AKTIV E CHF (A)
;LU0666484190;ETHNA-AKTIV E CHF (T)
;LU0674140396;ROBECO CAPITAL GROWTH FUNDS ROBECO BP US SELECT OP
;LU0675297237;G FUND AVENIR EUROPE NC
;LU0677960808;AISM Low Volatility R
;LU0682340004;YCAP Euro Corporate (D)
;LU0689230778;MIRABAUD CONVERTIBLE BONDS EUROPE A EUR
;LU0689472784;ALLIANZ GLOBAL INVESTORS FUND AGIF - ALLIANZ INCOM
;LU0690086581;LOMBARD ODIER FUNDS EMERGING HIGH CONVICTION P EUR
;LU0690087043;LOMBARD ODIER FUNDS EMERGING HIGH CONVICTION SYST.
;LU0694238501;MORGAN STANLEY INVESTMENT FUNDS GLOBAL BALANCED RI
;LU0697197597;Saxo Invest Global Evolution Frontier Markets - E
;LU0702159772;FIDELITY FUNDS SICAV ASIAN SMALLER COMPANIES FUND 
;LU0704154706;RAM (LUX) SYSTEMATIC FUNDS EMERGING MARKETS EQUITI
;LU0706716387;ALLIANZ GLOBAL INVESTORS FUND ALLIANZ CONVERTIBLE 
;LU0708055370;HSBC GLOBAL INVESTMENT FUNDS FRONTIER MARKETS ACEU
;LU0708055453;HSBC GLOBAL INVESTMENT FUNDS FRONTIER MARKETS ECEU
;LU0715867825;RICHELIEU FD FLAGSHIP C
;LU0715868476;RICHELIEU FD FLAGSHIP D
;LU0717747918;INVESCO FUNDS PAN EUROPEAN FOCUS EQUITY FUND R
;LU0717900707;SWISS LIFE FUNDS (LUX) SWISS LIFE FUNDS (LUX) - BO
;LU0718509606;LOMBARD ODIER FUNDS ALL ROADS MULTI-ASSET (EUR) P
;LU0718509861;LOMBARD ODIER FUNDS ALL ROADS MULTI-ASSET (EUR) I
;LU0719899097;EXANE FUNDS 2 EXANE EQUITY SELECT EUROPE FUND B
;LU0723564463;UBS (LUX) EQUITY SICAV EUROPEAN OPPORTUNITY UNCONS
;LU0726357527;PICTET EUR SHORT TERM HIGH YIELD P
;LU0731782404;FIDELITY FUNDS SICAV GLOBAL DIVIDEND FUND A
;LU0731782826;FIDELITY FUNDS SICAV GLOBAL DIVIDEND FUND A
;LU0735966888;Saxo Invest Global Evolution Front. Markets R USD
;LU0739403623;PIONEER FUNDS US FUNDAMENTAL GROWTH A HEDGE EUR
;LU0740858229;JPMORGAN INVESTMENT FUNDS GLOBAL INCOME FUND A EUR
;LU0740858492;JPMORGAN INVESTMENT FUNDS GLOBAL INCOME FUND D EUR
;LU0741948268;BARCLAYS PORTFOLIOS SICAV BARCLAYS MULTIMANAGER PO
;LU0742804122;BARCLAYS FUNDS BARCLAYS EQUITY EUROPE FLEXIBLE C E
;LU0744128231;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON AFRI
;LU0744129122;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON AFRI
;LU0746605178;AXA WORLD FUNDS GLOBAL STRATEGIC BONDS E CAPITALIS
;LU0752741818;Amundi Funds - Bond Euro Inflation XE
;LU0755947396;Amundi Funds - Equity India Select C
;LU0755948956;AMUNDI FUNDS BOND GLOBAL EMERGING CORPORATE C
;LU0755949848;AMUNDI FUNDS EQUITY EUROPE CONSERVATIVE AE-C
;LU0756526231;ABN AMRO MULTI-MANAGER FUNDS HERMES EUROPEAN EQUIT
;LU0757359368;SCHRODER INTERNATIONAL SELECTION FUND GLOBAL MULTI
;LU0757360457;SCHRODER INTERNATIONAL SELECTION FUND GLOBAL MULTI
;LU0757360614;SCHRODER INTERNATIONAL SELECTION FUND GLOBAL MULTI
;LU0757431068;THREADNEEDLE (LUX) THREADNEEDLE (LUX) - GLOBAL FOC
;LU0762807625;JPMORGAN INVESTMENT FUNDS GLOBAL INCOME FUND A USD
;LU0763733028;UBS (LUX) EQUITY FUND ASIAN CONSUMPTION (USD) P EU
;LU0763739140;UBS (LUX) EQUITY FUND GREATER CHINA (USD) P EUR HE
;LU0766124126;FIDELITY FUNDS SICAV CHINA CONSUMER FUND E EUR
;LU0766462104;ALLIANZ GLOBAL INVESTORS FUND AGIF - ALLIANZ INCOM
;LU0768355603;FRANKLIN TEMPLETON INVESTMENT FUNDS TEMPLETON EMER
;LU0772969993;FIDELITY FUNDS SICAV GLOBAL DIVIDEND FUND A
;LU0774754435;PARWORLD QUANT EQUITY EUROPE GURU CLASSIC
;LU0774754948;Parworld Quant Equity World GURU Classic
;LU0776290842;UBS (LUX) BOND FUND EURO HIGH YIELD (EUR) P CHF HE
;LU0776410689;SCHRODER INTERNATIONAL SELECTION FUND GLOBAL DIVER
;LU0776410846;SCHRODER INTERNATIONAL SELECTION FUND GLOBAL DIVER
;LU0778101708;Next AM Tendance Finance A EUR Acc
;LU0781238935;DEUTSCHE INVEST II SICAV DEUTSCHE INVEST II US TOP
;LU0781239743;DEUTSCHE INVEST II SICAV DEUTSCHE INVEST II US TOP
;LU0782296676;HSBC GLOBAL INVESTMENT FUNDS RMB FIXED INCOME ACH 
;LU0784383399;BLACKROCK GLOBAL FUNDS BGF GLOBAL MULTI-ASSET INCO
;LU0784385840;BLACKROCK GLOBAL FUNDS BGF GLOBAL MULTI-ASSET INCO
;LU0787970960;MIRABAUD EQUITIES SPAIN A EUR
;LU0787973121;MIRABAUD EQUITIES FRANCE A EUR
;LU0795385821;ALLIANZ GLOBAL INVESTORS FUND AGIF - ALLIANZ US HI
;LU0795840619;HSBC GLOBAL INVESTMENT FUNDS GEM DEBT TOTAL RETURN
;LU0798462528;LOMBARD ODIER FUNDS GLOBAL BBB-BB FUNDAMENTAL (EUR
;LU0800193780;MIRABAUD EQUITIES GLOBAL EMERGING MARKETS A USD
;LU0800572702;AXA WORLD FUNDS EMERGING MARKETS SHORT DURATION BO
;LU0800573007;AXA WORLD FUNDS EMERGING MARKETS SHORT DURATION BO
;LU0800573858;AXA WORLD FUNDS EUROPEAN HIGH YIELD BONDS A CAPITA
;LU0805493342;MULTIPARTNER SICAV ROBECOSAM SUSTAINABLE HEALTHY L
;LU0806867908;GAM MULTIBOND EMERGING BOND B EUR
;LU0807689749;CARMIGNAC PORTFOLIO CAPITAL PLUS A USD HEDGED
;LU0807690671;CARMIGNAC PORTFOLIO COMMODITIES A CHF HEDGED
;LU0807690838;Carmignac PF - Emerging Patrimoine A CHF acc
;LU0807690911;Carmignac Emerging Patrimoine D EUR inc
;LU0809674541;NN (L) FIRST CLASS MULTI ASSET P CAP EUR
;LU0813497111;BLACKROCK GLOBAL FUNDS BGF GLOBAL MULTI-ASSET INCO
;LU0814517024;LA FRANCAISE LUX GTS ReACTIF R ACCUMULATION
;LU0822042536;JPMORGAN FUNDS EMERGING MARKETS EQUITY FUND C EUR
;LU0823380802;PARVEST PARVEST BOND EURO HIGH YIELD CLASSIC
;LU0823380984;Parvest Bond Euro High Yield Classic
;LU0823381875;PARVEST PARVEST BOND EURO LONG TERM CLASSIC
;LU0823385272;PARVEST PARVEST BOND WORLD EMERGING LOCAL CLASSIC 
;LU0823385512;PARVEST PARVEST BOND WORLD EMERGING LOCAL CLASSIC 
;LU0823386163;PARVEST PARVEST BOND WORLD EMERGING LOCAL CLASSIC
;LU0823386593;Parvest Bond World Emerging Local I
;LU0823389423;PARVEST PARVEST BOND BEST SELECTION WORLD EMERGING
;LU0823389852;PARVEST PARVEST BOND BEST SELECTION WORLD EMERGING
;LU0823391676;PARVEST PARVEST BOND WORLD CLASSIC
;LU0823394852;PARVEST PARVEST CONVERTIBLE BOND WORLD CLASSIC RH 
;LU0823397368;Parvest Equity Best Selection Asia Ex-Japan Classi
;LU0823399810;Parvest Equity Best Selection Europe Classic
;LU0823400097;Parvest Equity Best Selection Europe Classic
;LU0823401574;PARVEST EQUITY BEST SELECTION EURO CLASSIC
;LU0823403356;Parvest Equity Europe Emerging Classic
;LU0823403869;Parvest Equity Europe Emerging I
;LU0823403943;PARVEST PARVEST EQUITY EUROPE EMERGING N
;LU0823404248;PARVEST PARVEST EQUITY EUROPE GROWTH CLASSIC
